index_caracteristique_interieure;surface_carrez;type_local;nombre_ pieces_principales;index_adresse
5132;61.93;Appartement;3;5132
5133;35.45;Appartement;2;5133
5134;44.02;Appartement;2;5134
5135;46.92;Appartement;2;5135
5136;42.58;Appartement;2;5136
5137;65.11;Appartement;4;5137
5138;46.24;Appartement;3;5138
5139;32.35;Appartement;2;5139
5140;77.19;Appartement;3;5140
5141;68.19;Appartement;3;5141
5142;98.77;Maison;6;5142
5143;85.56;Appartement;3;5143
5144;59;Appartement;2;5144
5145;40.79;Appartement;2;5145
5146;45;Appartement;1;5146
5147;102.18;Appartement;4;5147
5148;80.82;Appartement;3;5148
5149;70.61;Appartement;3;5149
5150;13.82;Appartement;1;5150
5151;57.61;Appartement;3;5151
5152;79.19;Appartement;5;5152
5153;125.84;Maison;3;5153
5154;43.22;Appartement;2;5154
5155;53.75;Appartement;2;5155
5156;45.95;Appartement;2;5156
5157;37.18;Appartement;1;5157
5158;25.1;Appartement;1;5158
5159;71.33;Appartement;3;5159
5160;43.05;Appartement;1;5160
5161;46.47;Appartement;1;5161
5162;65.15;Appartement;3;5162
5163;24.42;Appartement;1;5163
5164;20.58;Appartement;1;5164
5165;68.1;Appartement;3;5165
5166;34.67;Appartement;2;5166
5167;80.74;Appartement;3;5167
5168;52.36;Appartement;2;5168
5169;23.33;Appartement;1;5169
5170;65.31;Maison;3;5170
5171;71.02;Appartement;3;5171
5172;57.32;Appartement;3;5172
5173;34.62;Appartement;2;5173
5174;91.51;Maison;4;5174
5175;54.1;Appartement;2;5175
5176;65.33;Appartement;3;5176
5177;109.76;Appartement;4;5177
5178;52.99;Appartement;3;5178
5179;52.73;Appartement;3;5179
5180;67.4;Appartement;3;5180
5181;97.9;Appartement;4;5181
5182;78.84;Appartement;4;5182
5183;51.61;Appartement;2;5183
5184;67.55;Appartement;3;5184
5185;44.29;Appartement;2;5185
5186;82.24;Appartement;4;5186
5187;70.38;Appartement;3;5187
5188;62.56;Appartement;3;5188
5189;73.82;Appartement;4;5189
5190;50.21;Appartement;3;5190
5191;32.25;Appartement;2;5191
5192;43.87;Appartement;2;5192
5193;25.89;Appartement;2;5193
5194;40.71;Appartement;2;5194
5195;35;Maison;2;5195
5196;45.71;Maison;5;5196
5197;39.91;Appartement;3;5197
5198;53.76;Appartement;1;5198
5199;82.04;Appartement;4;5199
5200;86.24;Appartement;4;5200
5201;82.88;Maison;4;5201
5202;121.37;Appartement;5;5202
5203;87.25;Appartement;3;5203
5204;66.31;Appartement;3;5204
5205;101.85;Maison;4;5205
5206;74.69;Appartement;3;5206
5207;84.53;Appartement;4;5207
5208;37.69;Appartement;2;5208
5209;42.9;Maison;1;5209
5210;61.2;Appartement;3;5210
5211;31.85;Appartement;1;5211
5212;67.33;Appartement;3;5212
5213;43.66;Appartement;3;5213
5214;64.35;Appartement;3;5214
5215;75.41;Appartement;2;5215
5216;123.76;Maison;4;5216
5217;31.88;Appartement;2;5217
5218;55.85;Appartement;3;5218
5219;80.99;Appartement;3;5219
5220;46.57;Maison;2;5220
5221;83.23;Appartement;3;5221
5222;67.01;Appartement;2;5222
5223;68.96;Appartement;3;5223
5224;49.11;Appartement;2;5224
5225;61.39;Appartement;3;5225
5226;32.12;Appartement;2;5226
5227;61.8;Appartement;2;5227
5228;31.79;Appartement;1;5228
5229;46.86;Appartement;3;5229
5230;52.55;Appartement;2;5230
5231;106.37;Appartement;5;5231
5232;23.34;Appartement;1;5232
5233;29.95;Appartement;2;5233
5234;59.56;Maison;2;5234
5235;20.97;Appartement;1;5235
5236;39.25;Appartement;3;5236
5237;47.22;Appartement;2;5237
5238;15.96;Appartement;1;5238
5239;71.4;Appartement;3;5239
5240;97.69;Appartement;4;5240
5241;110.65;Appartement;4;5241
5242;50.73;Appartement;2;5242
5243;51.48;Appartement;2;5243
5244;16.98;Appartement;1;5244
5245;93.07;Appartement;4;5245
5246;46.75;Appartement;3;5246
5247;58.35;Appartement;2;5247
5248;71.84;Appartement;3;5248
5249;66.72;Appartement;4;5249
5250;95.51;Maison;4;5250
5251;30.13;Appartement;1;5251
5252;63.54;Appartement;3;5252
5253;30.06;Appartement;2;5253
5254;31.54;Appartement;1;5254
5255;80.8;Appartement;3;5255
5256;22.43;Appartement;1;5256
5257;64.76;Appartement;3;5257
5258;42.02;Appartement;2;5258
5259;31.59;Appartement;2;5259
5260;78.2;Appartement;3;5260
5261;98.44;Maison;3;5261
5262;34.4;Maison;1;5262
5263;37.74;Appartement;2;5263
5264;65;Appartement;3;5264
5265;86.42;Maison;4;5265
5266;14.37;Appartement;1;5266
5267;54.75;Appartement;2;5267
5268;73.37;Appartement;3;5268
5269;86.7;Appartement;4;5269
5270;38.01;Appartement;1;5270
5271;57.55;Appartement;3;5271
5272;47.47;Appartement;2;5272
5273;91.91;Maison;3;5273
5274;56.01;Appartement;2;5274
5275;47.23;Appartement;2;5275
5276;81;Appartement;4;5276
5277;43.02;Appartement;2;5277
5278;96.99;Appartement;4;5278
5279;93.21;Maison;4;5279
5280;100.9;Appartement;1;5280
5281;53.91;Appartement;2;5281
5282;45.64;Appartement;2;5282
5283;66.85;Appartement;1;5283
5284;39.15;Appartement;2;5284
5285;71.41;Appartement;3;5285
5286;56.64;Appartement;2;5286
5287;40.3;Appartement;2;5287
5288;186.33;Maison;7;5288
5289;41.48;Appartement;2;5289
5290;76.41;Appartement;3;5290
5291;75.69;Appartement;3;5291
5292;98.93;Appartement;4;5292
5293;47.87;Appartement;3;5293
5294;55.09;Appartement;4;5294
5295;72.83;Appartement;3;5295
5296;73.65;Appartement;3;5296
5297;77.85;Appartement;4;5297
5298;44;Appartement;3;5298
5299;66.79;Appartement;3;5299
5300;47.75;Appartement;3;5300
5301;44.24;Appartement;2;5301
5302;30.11;Appartement;1;5302
5303;39.81;Appartement;2;5303
5304;113.09;Appartement;4;5304
5305;134.03;Appartement;4;5305
5306;35.15;Appartement;2;5306
5307;30.81;Appartement;2;5307
5308;91.34;Appartement;4;5308
5309;47.34;Appartement;2;5309
5310;54.45;Appartement;2;5310
5311;70.31;Appartement;4;5311
5312;34.34;Maison;2;5312
5313;33.46;Maison;2;5313
5314;36.8;Appartement;3;5314
5315;74.1;Appartement;3;5315
5316;21.68;Appartement;1;5316
5317;39.61;Appartement;4;5317
5318;104;Appartement;4;5318
5319;102;Appartement;4;5319
5320;59.1;Maison;3;5320
5321;26.4;Appartement;2;5321
5322;28.15;Appartement;2;5322
5323;38.29;Appartement;1;5323
5324;32.29;Appartement;2;5324
5325;60.07;Appartement;3;5325
5326;65.24;Appartement;3;5326
5327;36.29;Appartement;1;5327
5328;27.42;Appartement;2;5328
5329;76.95;Appartement;4;5329
5330;82.11;Maison;4;5330
5331;46.86;Appartement;2;5331
5332;44.02;Appartement;2;5332
5333;83.4;Maison;4;5333
5334;35.75;Appartement;2;5334
5335;131.37;Appartement;5;5335
5336;50.53;Appartement;3;5336
5337;67.24;Appartement;4;5337
5338;14.85;Appartement;1;5338
5339;97.76;Maison;4;5339
5340;77.2;Appartement;4;5340
5341;90.59;Appartement;4;5341
5342;20;Appartement;1;5342
5343;81.36;Maison;4;5343
5344;46.87;Appartement;3;5344
5345;27.43;Appartement;2;5345
5346;42.47;Appartement;2;5346
5347;120.25;Appartement;4;5347
5348;76.66;Maison;4;5348
5349;57.37;Appartement;2;5349
5350;88.85;Appartement;3;5350
5351;42.3;Appartement;2;5351
5352;35.23;Appartement;2;5352
5353;30.3;Appartement;2;5353
5354;89.79;Appartement;4;5354
5355;90.22;Appartement;3;5355
5356;65.01;Appartement;3;5356
5357;37.06;Appartement;2;5357
5358;123.69;Appartement;4;5358
5359;19.36;Appartement;1;5359
5360;93.92;Appartement;4;5360
5361;45;Appartement;2;5361
5362;57.81;Appartement;3;5362
5363;26.57;Appartement;2;5363
5364;34.87;Appartement;1;5364
5365;26.93;Appartement;1;5365
5366;37.01;Appartement;2;5366
5367;41.37;Appartement;2;5367
5368;74.24;Appartement;4;5368
5369;27.65;Appartement;1;5369
5370;27.67;Appartement;3;5370
5371;72.53;Maison;4;5371
5372;19.65;Appartement;1;5372
5373;163.89;Appartement;4;5373
5374;68.29;Appartement;3;5374
5375;23.01;Appartement;1;5375
5376;20.06;Appartement;1;5376
5377;78.76;Appartement;5;5377
5378;115.98;Appartement;3;5378
5379;51.25;Appartement;2;5379
5380;66.21;Appartement;3;5380
5381;31;Appartement;3;5381
5382;37.46;Appartement;2;5382
5383;67.15;Appartement;3;5383
5384;62.65;Appartement;3;5384
5385;34.7;Appartement;2;5385
5386;25.02;Appartement;2;5386
5387;35.61;Appartement;1;5387
5388;27.81;Appartement;1;5388
5389;20.46;Appartement;1;5389
5390;23.14;Appartement;1;5390
5391;65.85;Appartement;4;5391
5392;85.39;Maison;4;5392
5393;26.35;Appartement;1;5393
5394;20.49;Appartement;1;5394
5395;94.3;Appartement;4;5395
5396;55.07;Appartement;2;5396
5397;32.8;Appartement;2;5397
5398;33.65;Appartement;2;5398
5399;78.68;Maison;2;5399
5400;43.99;Appartement;2;5400
5401;33.91;Appartement;1;5401
5402;19.45;Appartement;1;5402
5403;18.2;Appartement;1;5403
5404;59.42;Appartement;2;5404
5405;25.97;Appartement;1;5405
5406;18.76;Appartement;1;5406
5407;39.23;Appartement;3;5407
5408;38.18;Appartement;3;5408
5409;23.38;Appartement;2;5409
5410;20.12;Appartement;1;5410
5411;20.79;Appartement;1;5411
5412;22.82;Appartement;1;5412
5413;29.01;Appartement;1;5413
5414;47.94;Appartement;2;5414
5415;30.56;Appartement;1;5415
5416;61.06;Appartement;4;5416
5417;93.78;Appartement;3;5417
5418;55.98;Appartement;3;5418
5419;68.32;Appartement;3;5419
5420;41.4;Appartement;2;5420
5421;39.23;Maison;3;5421
5422;742.17;Maison;2;5422
5423;57.74;Appartement;3;5423
5424;94.93;Maison;4;5424
5425;17.72;Appartement;1;5425
5426;84.17;Appartement;3;5426
5427;21.98;Appartement;1;5427
5428;51.71;Appartement;3;5428
5429;62.35;Appartement;3;5429
5430;27.11;Appartement;1;5430
5431;66.48;Appartement;4;5431
5432;36.65;Appartement;2;5432
5433;53.85;Appartement;2;5433
5434;49.07;Appartement;3;5434
5435;80.07;Appartement;3;5435
5436;38.68;Appartement;2;5436
5437;73.32;Appartement;3;5437
5438;95.92;Maison;4;5438
5439;76.19;Appartement;4;5439
5440;33.49;Maison;3;5440
5441;57.5;Appartement;3;5441
5442;19.86;Appartement;1;5442
5443;13.45;Appartement;1;5443
5444;42.81;Appartement;3;5444
5445;18.09;Appartement;1;5445
5446;31.34;Appartement;1;5446
5447;33;Appartement;1;5447
5448;63.45;Appartement;2;5448
5449;39.74;Appartement;3;5449
5450;44.03;Appartement;3;5450
5451;44.64;Appartement;2;5451
5452;26.35;Appartement;1;5452
5453;70.49;Appartement;3;5453
5454;94.46;Appartement;3;5454
5455;114.95;Appartement;3;5455
5456;54.01;Appartement;2;5456
5457;79.89;Appartement;4;5457
5458;32.7;Maison;3;5458
5459;42.74;Appartement;3;5459
5460;29.51;Maison;2;5460
5461;21.68;Appartement;1;5461
5462;32.85;Appartement;2;5462
5463;71.91;Appartement;3;5463
5464;17.83;Appartement;1;5464
5465;40.16;Maison;3;5465
5466;64.04;Appartement;2;5466
5467;70.03;Appartement;2;5467
5468;89.1;Appartement;4;5468
5469;24.52;Appartement;1;5469
5470;85.14;Maison;4;5470
5471;61.85;Appartement;3;5471
5472;87.2;Appartement;4;5472
5473;45.85;Appartement;3;5473
5474;32.37;Appartement;2;5474
5475;47.41;Appartement;2;5475
5476;33.22;Appartement;2;5476
5477;20.9;Appartement;1;5477
5478;54.07;Appartement;2;5478
5479;19.97;Appartement;1;5479
5480;118.75;Maison;4;5480
5481;32.36;Appartement;1;5481
5482;80.18;Maison;4;5482
5483;46.35;Appartement;2;5483
5484;68.7;Appartement;3;5484
5485;133.7;Appartement;5;5485
5486;34.07;Appartement;3;5486
5487;71.27;Appartement;1;5487
5488;19.74;Appartement;1;5488
5489;103.4;Maison;4;5489
5490;89.11;Maison;4;5490
5491;50.14;Appartement;2;5491
5492;18.53;Appartement;1;5492
5493;34.87;Appartement;2;5493
5494;95.54;Maison;5;5494
5495;36.93;Appartement;2;5495
5496;56.9;Appartement;2;5496
5497;82.82;Appartement;3;5497
5498;32.63;Appartement;2;5498
5499;49.27;Appartement;4;5499
5500;75.05;Appartement;3;5500
5501;61.91;Appartement;1;5501
5502;66.49;Appartement;4;5502
5503;74.78;Appartement;3;5503
5504;116.23;Maison;4;5504
5505;39.7;Appartement;3;5505
5506;19.06;Appartement;1;5506
5507;63.02;Appartement;3;5507
5508;44.31;Appartement;2;5508
5509;49.48;Appartement;2;5509
5510;62.17;Appartement;3;5510
5511;56.11;Appartement;3;5511
5512;74.23;Appartement;3;5512
5513;46.88;Appartement;3;5513
5514;106.68;Maison;4;5514
5515;100.91;Maison;4;5515
5516;36.04;Appartement;2;5516
5517;89.78;Maison;4;5517
5518;107.15;Maison;4;5518
5519;53.88;Appartement;2;5519
5520;70.95;Appartement;4;5520
5521;34;Appartement;2;5521
5522;22.61;Appartement;1;5522
5523;30.13;Appartement;2;5523
5524;35.85;Appartement;2;5524
5525;19.48;Appartement;1;5525
5526;31.27;Appartement;2;5526
5527;95.42;Appartement;3;5527
5528;89.79;Maison;4;5528
5529;20.51;Appartement;1;5529
5530;65.41;Appartement;3;5530
5531;64.57;Appartement;3;5531
5532;20.01;Appartement;1;5532
5533;23.6;Appartement;1;5533
5534;166.71;Appartement;6;5534
5535;43.71;Appartement;3;5535
5536;30.7;Appartement;2;5536
5537;28.25;Appartement;2;5537
5538;54.76;Appartement;3;5538
5539;54.82;Appartement;2;5539
5540;50.21;Appartement;2;5540
5541;23.16;Appartement;1;5541
5542;81.45;Appartement;4;5542
5543;51.1;Maison;2;5543
5544;82.35;Appartement;3;5544
5545;84.66;Maison;4;5545
5546;57.19;Appartement;3;5546
5547;21.03;Maison;3;5547
5548;95.6;Appartement;4;5548
5549;79.13;Appartement;5;5549
5550;47.89;Appartement;2;5550
5551;31.4;Appartement;2;5551
5552;30.22;Appartement;2;5552
5553;68.23;Appartement;3;5553
5554;28.91;Appartement;1;5554
5555;50.34;Appartement;2;5555
5556;37.97;Appartement;2;5556
5557;80.94;Appartement;4;5557
5558;91.96;Maison;4;5558
5559;26.28;Appartement;1;5559
5560;20.58;Appartement;1;5560
5561;100.11;Appartement;4;5561
5562;35.06;Appartement;2;5562
5563;33.27;Appartement;1;5563
5564;62.65;Appartement;3;5564
5565;64.48;Appartement;2;5565
5566;79.4;Appartement;4;5566
5567;34.75;Appartement;2;5567
5568;38.08;Appartement;2;5568
5569;45.63;Appartement;1;5569
5570;76.03;Appartement;3;5570
5571;30.53;Appartement;2;5571
5572;19.6;Appartement;1;5572
5573;78.75;Maison;4;5573
5574;35.03;Appartement;1;5574
5575;76.69;Appartement;4;5575
5576;59.04;Appartement;3;5576
5577;106.7;Appartement;6;5577
5578;47.78;Appartement;2;5578
5579;51.72;Appartement;2;5579
5580;62.24;Appartement;3;5580
5581;74.87;Appartement;3;5581
5582;29.15;Appartement;2;5582
5583;24.9;Maison;1;5583
5584;62.88;Appartement;2;5584
5585;40.45;Appartement;3;5585
5586;64.6;Maison;2;5586
5587;75.65;Appartement;3;5587
5588;39.49;Appartement;3;5588
5589;25.25;Appartement;1;5589
5590;20.12;Appartement;1;5590
5591;21.35;Appartement;1;5591
5592;20.27;Appartement;1;5592
5593;34.83;Appartement;2;5593
5594;80.79;Appartement;3;5594
5595;33.73;Appartement;2;5595
5596;213.45;Appartement;4;5596
5597;73.1;Appartement;4;5597
5598;57.26;Appartement;3;5598
5599;17.88;Appartement;1;5599
5600;32.26;Appartement;1;5600
5601;51.95;Appartement;3;5601
5602;37.76;Appartement;1;5602
5603;137;Maison;5;5603
5604;34.72;Appartement;2;5604
5605;25.04;Appartement;1;5605
5606;58.22;Appartement;3;5606
5607;25.71;Appartement;1;5607
5608;18.27;Appartement;1;5608
5609;44.77;Appartement;2;5609
5610;90.77;Appartement;4;5610
5611;21.01;Appartement;1;5611
5612;96.11;Appartement;4;5612
5613;75.57;Appartement;3;5613
5614;52.96;Appartement;3;5614
5615;35.36;Appartement;2;5615
5616;38.72;Appartement;2;5616
5617;38.36;Appartement;2;5617
5618;46.63;Appartement;1;5618
5619;20.05;Appartement;1;5619
5620;48.69;Appartement;2;5620
5621;34.8;Appartement;2;5621
5622;68.39;Appartement;3;5622
5623;47.12;Appartement;2;5623
5624;74.95;Maison;4;5624
5625;21.97;Appartement;1;5625
5626;109.33;Appartement;3;5626
5627;23.65;Appartement;1;5627
5628;80.88;Appartement;3;5628
5629;93.88;Maison;5;5629
5630;28.53;Appartement;2;5630
5631;110.85;Maison;4;5631
5632;35.07;Appartement;2;5632
5633;19.19;Appartement;1;5633
5634;81.14;Appartement;3;5634
5635;75.1;Appartement;4;5635
5636;44.11;Appartement;1;5636
5637;77.93;Appartement;5;5637
5638;46.07;Appartement;2;5638
5639;19.54;Appartement;1;5639
5640;28.27;Appartement;2;5640
5641;80.15;Appartement;5;5641
5642;82.62;Appartement;4;5642
5643;53.06;Appartement;2;5643
5644;31.57;Appartement;2;5644
5645;94.57;Appartement;4;5645
5646;45.23;Appartement;3;5646
5647;47.8;Appartement;3;5647
5648;38.19;Appartement;2;5648
5649;34.69;Appartement;1;5649
5650;33.07;Appartement;2;5650
5651;82.67;Appartement;4;5651
5652;34.6;Appartement;1;5652
5653;60.71;Appartement;3;5653
5654;77.2;Appartement;2;5654
5655;71.38;Appartement;3;5655
5656;57.35;Appartement;4;5656
5657;49.7;Appartement;2;5657
5658;55.6;Appartement;3;5658
5659;38.79;Appartement;2;5659
5660;63.41;Appartement;3;5660
5661;81.55;Maison;4;5661
5662;33.65;Appartement;1;5662
5663;53.55;Appartement;3;5663
5664;83.99;Appartement;4;5664
5665;50.33;Appartement;2;5665
5666;80.08;Maison;4;5666
5667;173.59;Maison;4;5667
5668;44.95;Maison;2;5668
5669;86.25;Appartement;3;5669
5670;65.16;Appartement;3;5670
5671;91.79;Maison;4;5671
5672;50.34;Appartement;3;5672
5673;68.45;Appartement;3;5673
5674;53.05;Appartement;3;5674
5675;130;Maison;5;5675
5676;13.24;Appartement;1;5676
5677;43.28;Appartement;3;5677
5678;85.24;Appartement;4;5678
5679;49.35;Appartement;2;5679
5680;54.36;Appartement;2;5680
5681;84.06;Maison;4;5681
5682;51.29;Appartement;3;5682
5683;95.24;Maison;4;5683
5684;65.94;Appartement;4;5684
5685;99.26;Maison;4;5685
5686;54.4;Appartement;2;5686
5687;65.4;Appartement;3;5687
5688;62.95;Appartement;2;5688
5689;52.6;Appartement;3;5689
5690;85;Appartement;3;5690
5691;64.03;Appartement;3;5691
5692;43.93;Appartement;2;5692
5693;27.85;Appartement;1;5693
5694;92.36;Maison;3;5694
5695;72.22;Appartement;4;5695
5696;45.64;Appartement;3;5696
5697;73.58;Appartement;4;5697
5698;75.84;Appartement;4;5698
5699;57.3;Appartement;2;5699
5700;62.9;Appartement;3;5700
5701;88.3;Maison;4;5701
5702;85.01;Appartement;4;5702
5703;50.39;Appartement;2;5703
5704;38.32;Appartement;2;5704
5705;81.24;Maison;4;5705
5706;89.32;Maison;4;5706
5707;121.06;Appartement;5;5707
5708;28.31;Appartement;1;5708
5709;139.99;Appartement;3;5709
5710;37.6;Appartement;2;5710
5711;78.18;Appartement;3;5711
5712;64.24;Appartement;3;5712
5713;85.99;Maison;4;5713
5714;43.91;Appartement;2;5714
5715;81.65;Appartement;4;5715
5716;39.5;Appartement;2;5716
5717;39.28;Appartement;2;5717
5718;100.45;Appartement;1;5718
5719;60.54;Appartement;3;5719
5720;138.95;Maison;4;5720
5721;14;Appartement;2;5721
5722;53.94;Appartement;3;5722
5723;53.2;Appartement;2;5723
5724;162.12;Appartement;5;5724
5725;93.83;Appartement;3;5725
5726;175.18;Appartement;4;5726
5727;33.84;Appartement;2;5727
5728;62.01;Appartement;3;5728
5729;71.83;Appartement;1;5729
5730;70.9;Appartement;4;5730
5731;18.38;Appartement;1;5731
5732;60.16;Appartement;3;5732
5733;68.06;Appartement;3;5733
5734;59.36;Appartement;3;5734
5735;45.58;Appartement;2;5735
5736;42.31;Appartement;2;5736
5737;41;Appartement;2;5737
5738;67.49;Appartement;3;5738
5739;43.01;Appartement;2;5739
5740;15.27;Appartement;1;5740
5741;63.23;Appartement;3;5741
5742;68.87;Appartement;3;5742
5743;41.93;Appartement;2;5743
5744;64.6;Appartement;3;5744
5745;69.69;Appartement;2;5745
5746;31.49;Appartement;1;5746
5747;50.57;Appartement;2;5747
5748;66.51;Appartement;3;5748
5749;42.56;Appartement;2;5749
5750;93.43;Appartement;3;5750
5751;24.01;Appartement;1;5751
5752;118.19;Appartement;5;5752
5753;41.92;Appartement;1;5753
5754;45.01;Appartement;3;5754
5755;71.4;Appartement;3;5755
5756;10.19;Appartement;1;5756
5757;56.01;Appartement;3;5757
5758;48;Appartement;2;5758
5759;47.03;Appartement;3;5759
5760;175.75;Appartement;5;5760
5761;41.86;Appartement;2;5761
5762;140.19;Appartement;6;5762
5763;85.22;Maison;4;5763
5764;48.11;Appartement;2;5764
5765;47.92;Appartement;2;5765
5766;70.26;Appartement;3;5766
5767;53.15;Appartement;2;5767
5768;39.95;Appartement;1;5768
5769;27.65;Appartement;1;5769
5770;38.85;Appartement;2;5770
5771;53.61;Appartement;2;5771
5772;35.56;Appartement;2;5772
5773;87.54;Appartement;4;5773
5774;67.32;Appartement;3;5774
5775;15.93;Appartement;1;5775
5776;121.72;Appartement;4;5776
5777;14.34;Appartement;1;5777
5778;21.47;Appartement;1;5778
5779;32.7;Appartement;2;5779
5780;56.49;Appartement;3;5780
5781;83.98;Maison;4;5781
5782;31.71;Appartement;2;5782
5783;37.33;Appartement;2;5783
5784;78.88;Appartement;4;5784
5785;30.1;Appartement;1;5785
5786;70.37;Appartement;2;5786
5787;44.1;Appartement;2;5787
